match,question,sum,mean,match_1,match_2,match_3,match_4,gen_code_1,gen_code_2,gen_code_3,gen_code_4
False,"Yara saw a 32-foot whale with 16 remoras, each 12 inches long attached to it. Then, 1/2 of the remoras swam away. Later, Yara saw another 10-foot whale with 6 remoras, each 8 inches long, attached to it. On average, what percentage of each whale's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*12/32*100 + 6*8/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*12/32*100 + 6*8/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*12/32*100 + 6*8/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*12/32*100 + 6*8/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>"
False,"Ali saw a 30-foot whale with 18 remoras, each 15 inches long attached to it. Then, 1/3 of the remoras swam away. Later, Ali saw another 10-foot whale with 6 remoras, each 8 inches long, attached to it. On average, what percentage of each whale's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*15/3600)/(30*12)*100,
    Y is (6*8/3600)/(10*12)*100.
</code>

<query>
remora_percentage(X, Y).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*15/3600)/(30*12)*100,
    Y is (6*8/3600)/(10*12)*100.
</code>

<query>
remora_percentage(X, Y).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*15/3600)/(30*12)*100,
    Y is (6*8/3600)/(10*12)*100.
</code>

<query>
remora_percentage(X, Y).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*15/3600)/(30*12)*100,
    Y is (6*8/3600)/(10*12)*100.
</code>

<query>
remora_percentage(X, Y).
</query>"
False,"Jasmine saw a 32-foot dolphin with 24 remoras, each 12 inches long attached to it. Then, 1/3 of the remoras swam away. Later, Jasmine saw another 8-foot dolphin with 4 remoras, each 6 inches long, attached to it. On average, what percentage of each dolphin's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24 * 12 / (32 * 12) * 100 + 4 * 6 / (8 * 12) * 100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24 * 12 / (32 * 12) * 100).
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24*12/32*100 + 4*6/8*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24*12/32*100)/32,
    Y is (4*6/8*100)/8.
</code>

<query>
remora_percentage(X, Y).
</query>"
False,"Luis saw a 48-foot dolphin with 24 remoras, each 18 inches long attached to it. Then, a third of the remoras swam away. Later, Luis saw another 10-foot dolphin with 6 remoras, each 8 inches long, attached to it. On average, what percentage of each dolphin's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24*18/48*100 + 6*8/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24*18/48*100 + 6*8/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24*18/48*100 + 6*8/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (24*18/48*100 + 6*8/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>"
False,"Pavel saw a 45-foot whale with 18 remoras, each 12 inches long attached to it. Then, 1/2 of the remoras swam away. Later, Pavel saw another 10-foot whale with 4 remoras, each 3 inches long, attached to it. On average, what percentage of each whale's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*12/45*100 + 4*3/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*12/45*100 + 4*3/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*12/45*100 + 4*3/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*12/45*100 + 4*3/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>"
False,"Gabrielle saw a 33-foot shark with 12 remoras, each 22 inches long attached to it. Then, a quarter of the remoras swam away. Later, Gabrielle saw another 8-foot shark with 6 remoras, each 4 inches long, attached to it. On average, what percentage of each shark's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (12*22/33*100 + 6*4/8*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (12 * 22 / (33 * 12) * 100 + 6 * 4 / (8 * 12) * 100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (12*22/33*100 + 6*4/8*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (12*22/33*100 + 6*4/8*100)/2.
</code>

<query>
remora_percentage(X).
</query>"
False,"Oscar saw a 38-foot shark with 16 remoras, each 19 inches long attached to it. Then, a quarter of the remoras swam away. Later, Oscar saw another 10-foot shark with 6 remoras, each 3 inches long, attached to it. On average, what percentage of each shark's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*19/38*100 + 6*3/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*19/38*100 + 6*3/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*19/38*100 + 6*3/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (16*19/38*100 + 6*3/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>"
False,"Oliver saw a 48-foot whale with 12 remoras, each 24 inches long attached to it. Then, 1/2 of the remoras swam away. Later, Oliver saw another 10-foot whale with 6 remoras, each 6 inches long, attached to it. On average, what percentage of each whale's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X,Y) :-
    X is (12/2 * 24 / 48) * 100,
    Y is (6 * 6 / 10) * 100.
</code>

<query>
remora_percentage(X,Y).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (12*24/48*100 + 6*6/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (12*24/48*100 + 6*6/10*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (12/48)*100.
remora_percentage(Y) :-
    Y is (6/10)*100.
</code>

<query>
remora_percentage(X).
remora_percentage(Y).
</query>"
False,"Carlos saw a 34-foot shark with 18 remoras, each 17 inches long attached to it. Then, a third of the remoras swam away. Later, Carlos saw another 10-foot shark with 4 remoras, each 3 inches long, attached to it. On average, what percentage of each shark's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*17/34*100 + 4*3/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*17/34*100 + 4*3/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*17/34*100 + 4*3/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*17/34*100 + 4*3/10*100) / 2.
</code>

<query>
remora_percentage(X).
</query>"
False,"Andre saw a 30-foot whale with 18 remoras, each 15 inches long attached to it. Then, a third of the remoras swam away. Later, Andre saw another 10-foot whale with 6 remoras, each 7 inches long, attached to it. On average, what percentage of each whale's body length is covered by the remoras?",0,0.0,0,0,0,0,"<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*15/3600)/(30*12)*100,
    Y is (6*7/3600)/(10*12)*100.
</code>

<query>
remora_percentage(X, Y).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18/30*15/3600*100 + 6/10*7/3600*100)/2.
</code>

<query>
remora_percentage(X).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*15/3600)/(30*12)*100,
    Y is (6*7/3600)/(10*12)*100.
</code>

<query>
remora_percentage(X, Y).
</query>","<reasoning>
...
</reasoning>

<code>
remora_percentage(X) :-
    X is (18*15/3600)/(30*12)*100,
    Y is (6*7/3600)/(10*12)*100.
</code>

<query>
remora_percentage(X, Y).
</query>"
